input/j12015_1.sm,101,83
input/j12015_2.sm,89,89
input/j12015_3.sm,99,99
input/j12015_4.sm,101,98
input/j12015_5.sm,87,87
input/j12015_6.sm,107,107
input/j12015_7.sm,88,80
input/j12015_8.sm,126,126
input/j12015_9.sm,120,109
input/j12015_10.sm,110,91
input/j12016_1.sm,251,245
input/j12016_2.sm,315,292
input/j12016_3.sm,314,284
input/j12016_4.sm,259,250
input/j12016_5.sm,264,235
input/j12016_6.sm,257,251
input/j12016_7.sm,243,230
input/j12016_8.sm,251,234
input/j12016_9.sm,265,250
input/j12016_10.sm,295,267
input/j12017_1.sm,171,166
input/j12017_2.sm,158,146
input/j12017_3.sm,136,129
input/j12017_4.sm,164,144
input/j12017_5.sm,165,159
input/j12017_6.sm,176,159
input/j12017_7.sm,192,174
input/j12017_8.sm,155,145
input/j12017_9.sm,172,163
input/j12017_10.sm,173,160
input/j12018_1.sm,174,173
input/j12018_2.sm,160,136
input/j12018_3.sm,115,110
input/j12018_4.sm,127,124
input/j12018_5.sm,142,140
input/j12018_6.sm,172,163
input/j12018_7.sm,155,146
input/j12018_8.sm,141,130
input/j12018_9.sm,117,111
input/j12018_10.sm,129,118
input/j12019_1.sm,105,99
input/j12019_2.sm,102,98
input/j12019_3.sm,101,98
input/j12019_4.sm,132,132
input/j12019_5.sm,137,135
input/j12019_6.sm,122,112
input/j12019_7.sm,121,111
input/j12019_8.sm,122,114
input/j12019_9.sm,110,110
input/j12019_10.sm,110,99
input/j12020_1.sm,112,107
input/j12020_2.sm,109,109
input/j12020_3.sm,107,103
input/j12020_4.sm,100,98
input/j12020_5.sm,86,83
input/j12020_6.sm,89,80
input/j12020_7.sm,88,87
input/j12020_8.sm,131,127
input/j12020_9.sm,101,80
input/j12020_10.sm,104,88
input/j12021_1.sm,168,136
input/j12021_2.sm,164,143
input/j12021_3.sm,186,165
input/j12021_4.sm,179,155
input/j12021_5.sm,148,139
input/j12021_6.sm,141,124
input/j12021_7.sm,146,140
input/j12021_8.sm,188,177
input/j12021_9.sm,139,135
input/j12021_10.sm,141,141
input/j12022_1.sm,142,129
input/j12022_2.sm,148,124
input/j12022_3.sm,132,109
input/j12022_4.sm,112,110
input/j12022_5.sm,125,109
input/j12022_6.sm,137,135
input/j12022_7.sm,152,149
input/j12022_8.sm,156,114
input/j12022_9.sm,146,123
input/j12022_10.sm,107,98
input/j12023_1.sm,123,111
input/j12023_2.sm,138,135
input/j12023_3.sm,114,112
input/j12023_4.sm,131,114
input/j12023_5.sm,134,116
input/j12023_6.sm,141,131
input/j12023_7.sm,118,107
input/j12023_8.sm,102,102
input/j12023_9.sm,127,124
input/j12023_10.sm,105,104
input/j12024_1.sm,114,98
input/j12024_2.sm,107,107
input/j12024_3.sm,102,97
input/j12024_4.sm,110,110
input/j12024_5.sm,99,99
input/j12024_6.sm,101,101
input/j12024_7.sm,129,120
input/j12024_8.sm,118,105
input/j12024_9.sm,96,88
input/j12024_10.sm,107,99
input/j12025_1.sm,94,93
input/j12025_2.sm,122,108
input/j12025_3.sm,103,100
input/j12025_4.sm,140,120
input/j12025_5.sm,100,100
input/j12025_6.sm,106,94
input/j12025_7.sm,111,109
input/j12025_8.sm,91,88
input/j12025_9.sm,99,95
input/j12025_10.sm,105,101
input/j12026_1.sm,250,215
input/j12026_2.sm,243,210
input/j12026_3.sm,243,226
input/j12026_4.sm,240,229
input/j12026_5.sm,240,208
input/j12026_6.sm,290,238
input/j12026_7.sm,231,193
input/j12026_8.sm,271,232
input/j12026_9.sm,260,228
input/j12026_10.sm,282,236
input/j12027_1.sm,147,131
input/j12027_2.sm,151,151
input/j12027_3.sm,189,166
input/j12027_4.sm,139,136
input/j12027_5.sm,160,150
input/j12027_6.sm,211,187
input/j12027_7.sm,161,147
input/j12027_8.sm,181,181
input/j12027_9.sm,174,171
input/j12027_10.sm,169,142
input/j12028_1.sm,156,128
input/j12028_2.sm,141,130
input/j12028_3.sm,147,113
input/j12028_4.sm,148,146
input/j12028_5.sm,129,121
input/j12028_6.sm,144,118
input/j12028_7.sm,139,132
input/j12028_8.sm,130,129
input/j12028_9.sm,129,118
input/j12028_10.sm,171,138
input/j12029_1.sm,132,106
input/j12029_2.sm,107,102
input/j12029_3.sm,121,121
input/j12029_4.sm,99,92
input/j12029_5.sm,127,114
input/j12029_6.sm,123,113
input/j12029_7.sm,117,116
input/j12029_8.sm,115,98
input/j12029_9.sm,108,108
input/j12029_10.sm,120,101
input/j12030_1.sm,121,118
input/j12030_2.sm,123,114
input/j12030_3.sm,110,109
input/j12030_4.sm,105,92
input/j12030_5.sm,122,111
input/j12030_6.sm,100,96
input/j12030_7.sm,122,113
input/j12030_8.sm,102,98
input/j12030_9.sm,119,105
input/j12030_10.sm,101,99
input/j12031_1.sm,285,253
input/j12031_2.sm,262,245
input/j12031_3.sm,243,228
input/j12031_4.sm,336,270
input/j12031_5.sm,286,273
input/j12031_6.sm,265,252
input/j12031_7.sm,299,273
input/j12031_8.sm,266,232
input/j12031_9.sm,260,250
input/j12031_10.sm,333,286
input/j12032_1.sm,186,181
input/j12032_2.sm,179,177
input/j12032_3.sm,192,191
input/j12032_4.sm,184,167
input/j12032_5.sm,188,176
input/j12032_6.sm,164,164
input/j12032_7.sm,160,149
input/j12032_8.sm,184,170
input/j12032_9.sm,156,153
input/j12032_10.sm,163,160
input/j12033_1.sm,156,148
input/j12033_2.sm,138,137
input/j12033_3.sm,155,133
input/j12033_4.sm,153,146
input/j12033_5.sm,193,177
input/j12033_6.sm,148,139
input/j12033_7.sm,161,151
input/j12033_8.sm,142,131
input/j12033_9.sm,152,138
input/j12033_10.sm,144,133
input/j12034_1.sm,107,95
input/j12034_2.sm,137,128
input/j12034_3.sm,131,122
input/j12034_4.sm,118,105
input/j12034_5.sm,142,128
input/j12034_6.sm,134,115
input/j12034_7.sm,152,129
input/j12034_8.sm,124,121
input/j12034_9.sm,122,113
input/j12034_10.sm,130,127
input/j12035_1.sm,99,98
input/j12035_2.sm,154,144
input/j12035_3.sm,93,92
input/j12035_4.sm,131,118
input/j12035_5.sm,133,108
input/j12035_6.sm,108,95
input/j12035_7.sm,109,99
input/j12035_8.sm,125,117
input/j12035_9.sm,108,108
input/j12035_10.sm,106,93
input/j12036_1.sm,274,256
input/j12036_2.sm,291,264
input/j12036_3.sm,292,274
input/j12036_4.sm,313,290
input/j12036_5.sm,297,278
input/j12036_6.sm,299,279
input/j12036_7.sm,275,247
input/j12036_8.sm,229,206
input/j12036_9.sm,302,288
input/j12036_10.sm,284,262
input/j12037_1.sm,189,186
input/j12037_2.sm,187,176
input/j12037_3.sm,183,173
input/j12037_4.sm,214,191
input/j12037_5.sm,264,247
input/j12037_6.sm,220,198
input/j12037_7.sm,214,188
input/j12037_8.sm,242,210
input/j12037_9.sm,180,171
input/j12037_10.sm,170,157
input/j12038_1.sm,149,124
input/j12038_2.sm,158,146
input/j12038_3.sm,189,188
input/j12038_4.sm,194,171
input/j12038_5.sm,142,131
input/j12038_6.sm,159,147
input/j12038_7.sm,133,124
input/j12038_8.sm,168,145
input/j12038_9.sm,183,162
input/j12038_10.sm,168,161
input/j12039_1.sm,123,119
input/j12039_2.sm,157,136
input/j12039_3.sm,144,132
input/j12039_4.sm,127,120
input/j12039_5.sm,122,122
input/j12039_6.sm,128,110
input/j12039_7.sm,133,116
input/j12039_8.sm,124,121
input/j12039_9.sm,123,123
input/j12039_10.sm,137,137
input/j12040_1.sm,95,91
input/j12040_2.sm,111,107
input/j12040_3.sm,114,110
input/j12040_4.sm,122,112
input/j12040_5.sm,120,110
input/j12040_6.sm,104,90
input/j12040_7.sm,113,96
input/j12040_8.sm,116,107
input/j12040_9.sm,135,128
input/j12040_10.sm,107,98
input/j12041_1.sm,162,156
input/j12041_2.sm,194,161
input/j12041_3.sm,193,169
input/j12041_4.sm,151,141
input/j12041_5.sm,166,162
input/j12041_6.sm,149,133
input/j12041_7.sm,141,132
input/j12041_8.sm,177,172
input/j12041_9.sm,164,138
input/j12041_10.sm,191,171
input/j12042_1.sm,152,130
input/j12042_2.sm,177,137
input/j12042_3.sm,132,119
input/j12042_4.sm,140,123
input/j12042_5.sm,164,152
input/j12042_6.sm,155,141
input/j12042_7.sm,153,136
input/j12042_8.sm,159,137
input/j12042_9.sm,129,128
input/j12042_10.sm,153,138
input/j12043_1.sm,121,116
input/j12043_2.sm,142,123
input/j12043_3.sm,121,108
input/j12043_4.sm,120,118
input/j12043_5.sm,128,125
input/j12043_6.sm,124,118
input/j12043_7.sm,154,137
input/j12043_8.sm,126,125
input/j12043_9.sm,118,118
input/j12043_10.sm,135,127
input/j12044_1.sm,108,103
input/j12044_2.sm,121,117
input/j12044_3.sm,114,111
input/j12044_4.sm,110,104
input/j12044_5.sm,118,111
input/j12044_6.sm,122,121
input/j12044_7.sm,114,110
input/j12044_8.sm,125,120
input/j12044_9.sm,100,99
input/j12044_10.sm,128,109
input/j12045_1.sm,109,109
input/j12045_2.sm,112,106
input/j12045_3.sm,114,100
input/j12045_4.sm,121,104
input/j12045_5.sm,132,119
input/j12045_6.sm,131,129
input/j12045_7.sm,120,108
input/j12045_8.sm,115,109
input/j12045_9.sm,124,114
input/j12045_10.sm,105,102
input/j12046_1.sm,271,243
input/j12046_2.sm,283,259
input/j12046_3.sm,272,227
input/j12046_4.sm,240,222
input/j12046_5.sm,235,192
input/j12046_6.sm,257,246
input/j12046_7.sm,244,229
input/j12046_8.sm,255,219
input/j12046_9.sm,285,208
input/j12046_10.sm,261,253
input/j12047_1.sm,203,184
input/j12047_2.sm,181,165
input/j12047_3.sm,172,160
input/j12047_4.sm,178,170
input/j12047_5.sm,179,155
input/j12047_6.sm,190,170
input/j12047_7.sm,161,147
input/j12047_8.sm,185,165
input/j12047_9.sm,188,186
input/j12047_10.sm,175,175
input/j12048_1.sm,130,130
input/j12048_2.sm,146,138
input/j12048_3.sm,147,134
input/j12048_4.sm,187,171
input/j12048_5.sm,137,136
input/j12048_6.sm,136,132
input/j12048_7.sm,136,136
input/j12048_8.sm,152,150
input/j12048_9.sm,153,138
input/j12048_10.sm,155,145
input/j12049_1.sm,120,103
input/j12049_2.sm,147,137
input/j12049_3.sm,127,114
input/j12049_4.sm,123,114
input/j12049_5.sm,113,110
input/j12049_6.sm,154,142
input/j12049_7.sm,130,122
input/j12049_8.sm,159,139
input/j12049_9.sm,123,120
input/j12049_10.sm,136,115
input/j12050_1.sm,139,121
input/j12050_2.sm,134,123
input/j12050_3.sm,134,115
input/j12050_4.sm,122,117
input/j12050_5.sm,127,111
input/j12050_6.sm,122,119
input/j12050_7.sm,144,137
input/j12050_8.sm,127,112
input/j12050_9.sm,128,114
input/j12050_10.sm,134,124
input/j12051_1.sm,297,274
input/j12051_2.sm,307,286
input/j12051_3.sm,295,287
input/j12051_4.sm,314,272
input/j12051_5.sm,338,277
input/j12051_6.sm,323,289
input/j12051_7.sm,307,264
input/j12051_8.sm,300,267
input/j12051_9.sm,312,267
input/j12051_10.sm,323,292
input/j12052_1.sm,248,221
input/j12052_2.sm,257,227
input/j12052_3.sm,184,166
input/j12052_4.sm,233,212
input/j12052_5.sm,241,203
input/j12052_6.sm,276,241
input/j12052_7.sm,205,185
input/j12052_8.sm,231,195
input/j12052_9.sm,204,194
input/j12052_10.sm,200,189
input/j12053_1.sm,198,178
input/j12053_2.sm,156,142
input/j12053_3.sm,157,139
input/j12053_4.sm,190,175
input/j12053_5.sm,152,134
input/j12053_6.sm,140,133
input/j12053_7.sm,173,142
input/j12053_8.sm,181,180
input/j12053_9.sm,232,204
input/j12053_10.sm,185,162
input/j12054_1.sm,136,124
input/j12054_2.sm,150,139
input/j12054_3.sm,150,124
input/j12054_4.sm,149,140
input/j12054_5.sm,135,127
input/j12054_6.sm,140,124
input/j12054_7.sm,151,135
input/j12054_8.sm,130,129
input/j12054_9.sm,142,127
input/j12054_10.sm,148,125
input/j12055_1.sm,132,119
input/j12055_2.sm,98,93
input/j12055_3.sm,144,126
input/j12055_4.sm,126,101
input/j12055_5.sm,122,109
input/j12055_6.sm,126,122
input/j12055_7.sm,126,105
input/j12055_8.sm,131,116
input/j12055_9.sm,123,108
input/j12055_10.sm,119,109
input/j12056_1.sm,326,299
input/j12056_2.sm,276,253
input/j12056_3.sm,322,299
input/j12056_4.sm,307,276
input/j12056_5.sm,388,352
input/j12056_6.sm,299,266
input/j12056_7.sm,383,349
input/j12056_8.sm,392,361
input/j12056_9.sm,378,356
input/j12056_10.sm,356,316
input/j12057_1.sm,248,226
input/j12057_2.sm,216,209
input/j12057_3.sm,247,219
input/j12057_4.sm,261,241
input/j12057_5.sm,224,207
input/j12057_6.sm,251,229
input/j12057_7.sm,218,199
input/j12057_8.sm,202,193
input/j12057_9.sm,221,204
input/j12057_10.sm,225,201
input/j12058_1.sm,187,168
input/j12058_2.sm,155,144
input/j12058_3.sm,145,145
input/j12058_4.sm,190,177
input/j12058_5.sm,152,143
input/j12058_6.sm,189,164
input/j12058_7.sm,189,177
input/j12058_8.sm,171,154
input/j12058_9.sm,159,153
input/j12058_10.sm,173,155
input/j12059_1.sm,135,133
input/j12059_2.sm,128,128
input/j12059_3.sm,134,121
input/j12059_4.sm,136,124
input/j12059_5.sm,132,124
input/j12059_6.sm,145,128
input/j12059_7.sm,132,132
input/j12059_8.sm,130,129
input/j12059_9.sm,161,134
input/j12059_10.sm,179,153
input/j12060_1.sm,133,113
input/j12060_2.sm,95,95
input/j12060_3.sm,113,101
input/j12060_4.sm,128,120
input/j12060_5.sm,131,125
input/j12060_6.sm,135,122
input/j12060_7.sm,113,111
input/j12060_8.sm,119,113
input/j12060_9.sm,119,103
input/j12060_10.sm,110,110
